;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
DIALOG/story/dlc_2/ashley_outpost_stage_3_return_03;We can't possibly search the entire planet ourselves. The only thing we can realistically do is monitor any anomalous bursts of neutrino particles.  That's the signature sign of Anoryx. Other than that, I think we should return to our primary objective.;Nie możemy sami przeszukać całej planety. Jedyne, co możemy zrobić, to monitorować wszelkie anomalne wybuchy cząstek neutrino.  To znak rozpoznawczy Anoryxu. Poza tym, myślę, że powinniśmy wrócić do naszego głównego celu.;Мы одни не сможем обыскать всю планету. Единственное, что мы можем сделать — наблюдать за аномальными вспышками нейтрино, свидетельствующими о присутствии анорикса. В остальном, думаю, пора вернуться к основному заданию.;On ne peut pas fouiller toute la planète à nous deux, c'est impossible. La seule chose qu'on peut faire, c'est de surveiller les éruptions anormales de particules de neutrinos pour détecter d'éventuelles contaminations à l'anoryx. À part ça, je pense qu'on devrait se concentrer sur notre objectif principal.;Wir können unmöglich den gesamten Planeten selbst absuchen. Das Einzige, was wir tun können, ist anormale Neutrinopartikelexplosionen zu beobachten. Die sind eindeutig dem Anoryx zuzurechnen. Abgesehen davon bin ich der Meinung, dass wir uns wieder unserem vorrangigen Ziel zuwenden sollten.;No podemos buscar en todo el planeta nosotros solos. Siendo realistas, solo podemos supervisar las ráfagas anómalas de partículas de neutrinos. Es la señal característica del anoryx. Por lo demás, creo que deberíamos regresar a nuestro objetivo principal.;Nós dois não podemos cobrir todo o planeta por conta própria. O que podemos fazer, realisticamente, é monitorar possíveis rajadas anômalas de neutrinos — o sinal clássico do Anoryx. Fora isso, acho que devemos retomar o nosso objetivo principal.;我们不可能自己搜索整个星球。我们能够进行的唯一现实的事情就是监测任何中微子粒子的异常突发。那是阿诺历克斯的标志性迹象。除此之外，我认为我们应该回到我们的主要目标。;私たちだけでこの惑星全体を捜索するのは不可能よ。現実的に考えて私たちにできるのは、ニュートリノ粒子の異常な放出に今後も目を光らせること。これはアノリクスの存在を示唆する特徴的なサインだからね。それくらいで、あとは私たちの主要目標を追求するべきよ。;우리 둘이서 행성 전체를 탐색하는 건 불가능해. 현실적으로 가능한 건 중성미자의 변칙적인 파열을 모니터링하는 거지. 그게 아노릭스의 결정적인 신호니깐. 그거 말고는 우리의 주요 목표로 돌아가야 돼.
DIALOG/story/dlc_2/mech_outpost_stage_3_return_04;Roger that, Ashley. While we are here I think that we can take advantage of this biomes rich natural resource deposits. Additionally, some of the local crystalline formations could be cultivated with above average results.;Zrozumiałem, Ashley. Skoro już tu jesteśmy, myślę, że możemy wykorzystać bogate złoża surowców naturalnych tego biomu. Dodatkowo, niektóre z tutejszych formacji krystalicznych moglibyśmy hodować z bardzo dobrymi wynikami.;Принято, Эшли. Пока мы здесь, думаю, нужно воспользоваться богатыми природными ресурсами этого биома. К тому же, некоторые кристаллические формации можно вполне эффективно воспроизводить.;Bien reçu, Ashley. Tant que nous sommes là, nous devrions peut-être profiter de ces biomes riches en gisements de ressources. De plus, certaines des formations cristallines locales pourraient être cultivées et donner des résultats au-dessus de la moyenne.;Verstanden, Ashley. Wenn wir schon mal hier sind, können wir uns die reichen Rohstoffvorkommen dieses Bioms zunutze machen. Außerdem könnten einige der lokalen kristallinen Formationen mit überdurchschnittlichen Ergebnissen kultiviert werden.;Entendido, Ashley. Ya que estamos aquí, podíamos aprovechar los depósitos de recursos naturales del bioma. Además, algunas de las formaciones cristalinas locales podrían cultivarse con buenos resultados.;Entendido, Ashley. Enquanto estamos aqui, acho que podemos tirar proveito dos depósitos naturais de recursos que são tão ricos neste bioma. Além disso, algumas formações cristalinas locais poderiam ser cultivadas com resultados acima da média.;阿雪莉，收到。我认为我们可以利用这个生物群落丰富的自然资源矿藏。此外，当地的一些晶体结构可以被培育出高于平均水平的结果。;了解した、アシュリー。それから、せっかく資源に富んだバイオームにいるんだから、このチャンスを逃すわけにはいかないな。しかも、ここの結晶は培養したら平均以上の収穫量を見込めるはずだ。;알겠습니다, 애슐리. 저희가 이 생물군계에 있는 동안, 풍부한 천연 자원 광상을 이용할 수 있습니다. 게다가 일부 현지 크리스털을 평균치 이상으로 획득할 수도 있습니다.
DIALOG/story/dlc_2/ashley_outpost_stage_3_return_04;Well noted Mr. Riggs. Additional resources are always welcome.;Dobra uwaga, panie Riggs. Dodatkowe zasoby są zawsze mile widziane.;Хорошая мысль, мистер Ригз. Дополнительные ресурсы никогда не помешают.;C'est noté, M. Riggs. Des ressources en plus, c'est jamais de refus.;Verstanden, Mr. Riggs. Zusätzliche Rohstoffe sind immer willkommen.;Claro, Sr. Riggs. Todo recurso adicional nos viene bien.;Bem pensado, Sr. Riggs. Mais recursos são sempre bem-vindos.;说得好，里格斯先生。我们总是欢迎更多的资源。;分かったわ、ミスター・リグス。どんな時でも、追加資源は大歓迎よ。;알겠어, 릭스. 추가 자원은 언제나 환영이지.
gui/menu/planetary_scanner/mission_caverns_infestation;Underground Infestation;Podziemna Inwazja;Подземное заражение;Infestation souterraine;Unterirdischer Befall;Plaga subterránea;Infestação Subterrânea;地下侵袭;地下での蔓延;들끓는 지하
gui/menu/planetary_scanner/mission_caverns_infestation_description;A surprise discovery has uncovered a hidden side passage to a large cavern filled with Anoryx bioanomalies. Clear out this area to prevent the spread of this substance.;Niespodziewane odkrycie ujawniło zamaskowane przejście do dużej jaskini wypełnionej Anoryxowymi bioanomaliami. Oczyść ten obszar, aby zapobiec rozprzestrzenianiu się tej substancji.;Внезапно обнаруженное ответвление ведет в большую пещеру, заполненную анориксовыми биоаномалиями. Очистите эту область, чтобы предотвратить распространение заразы.;Une découverte inattendue a dévoilé un passage menant à une grande caverne remplie d'anomalies biologiques d'anoryx. Nettoyez la zone pour empêcher la propagation de cette substance.;Eine überraschende Entdeckung hat einen versteckten Seitengang zu einer großen Höhle freigelegt, die mit Anoryx-Bioanomalien gefüllt ist. Sichere diesen Bereich, um die Ausbreitung dieser Substanz zu verhindern.;Un hallazgo fortuito ha destapado un pasadizo lateral oculto que lleva a una caverna grande llena de anomalías biológicas de anoryx. Despeja la zona para evitar la propagación de esta sustancia.;Uma descoberta inesperada revelou uma passagem lateral secreta até uma grande caverna repleta de bioanomalias de Anoryx. Limpe esta área para impedir a proliferação dessa substância.;一个意外的发现揭开了通往一个充满阿诺历克斯生物异常的大洞穴的隐蔽侧通道。清理这个区域以防止这种物质的扩散。;驚くべき発見により、アノリクス・バイオアノマリーが多数発生している大規模洞窟への隠れた横道があることが明らかになった。このエリアを一掃し、この物質の拡散をくいとめるのだ。;아노릭스 바이오현상으로 가득한 큰 동굴로 통하는 숨겨진 측면의 통로를 우연히 발견했습니다. 이 지역을 소탕하여 물질이 확산하는 것을 막으세요.
gui/hud/objective_name/dlc_2/infestation/investigate_anomalies;Find the source of strange energy signatures.;Znajdź źródło nietypowych śladów energii.;Найдите источник странных энергетических сигнатур.;Trouvez la source des étranges signatures énergétiques.;Finde die Quelle der seltsamen Energiesignaturen.;Busca el origen de los extraños patrones de energía.;Encontre a origem das assinaturas de energia estranhas.;找到奇怪的能量特征的来源。;奇妙なエネルギーシグネチャの出どころを突き止める。;수상한 에너지 신호의 근원지를 찾으세요.
gui/hud/objective_name/dlc_2/infestation/destroy_anomalies;Destroy Anoryx bioanomalies.;Zniszcz Anoryxowe bioanomalie.;Ликвидируйте анориксовые биоаномалии.;Détruisez des anomalies biologiques d'anoryx.;Zerstöre die Anoryx-Bioanomalien.;Destruye las anomalías biológicas de anoryx.;Destrua as bioanomalias de Anoryx.;销毁阿诺历克斯生物异常物。;アノリクス・バイオアノマリーを掃討する。;아노릭스 바이오현상을 파괴하세요.
gui/hud/objective_name/dlc_2/outpost_1/explore_side_cavern;Explore the outgoing tunnel.;Sprawdź tunel wylotowy.;Исследуйте уходящий туннель.;Explorez le tunnel.;Erkunde den Tunnel nach draußen.;Explora el túnel de salida.;Explore o túnel de saída.;探索出去的隧道。;外に向かって伸びるトンネルを調査する。;밖으로 나가는 터널을 탐험하세요.
gui/hud/objective_name/dlc_2/outpost_1/find_side_cavern;Investigate strange air current.;Zbadaj nietypowy strumień powietrza.;Исследуйте странный воздушный поток.;Examinez l'étrange courant d'air.;Untersuche die seltsame Luftströmung.;Investiga la extraña corriente de aire.;Investigue a estranha corrente de ar.;调查奇怪的气流。;奇妙な気流を調査する。;수상한 기류를 조사하세요.
gui/hud/objective_name/dlc_2/headquarters/caverns.sample;Collect Anoryx Bioanomaly sample.;Zdobądź próbkę Anoryxowej bioanomalii.;Получите образец анориксовой биоаномалии.;Prélevez un échantillon d'anomalies biologiques d'anoryx.;Sammle eine Anoryx-Bioanomalienprobe.;Recoge una muestra de anomalía biológica de anoryx.;Colete uma amostra da Bioanomalia de Anoryx.;收集阿诺历克斯生物异常的样本。;アノリクス・バイオアノマリーのサンプルを収集する。;아노릭스 바이오현상의 샘플을 수집하세요.
gui/hud/objective_name/dlc_2/campaign/global.caverns_limestone_jungle;Travel to the Limestone Jungle.;Podróż do Wapiennej Dżungli.;Отправьтесь в известняковые джунгли.;Voyagez jusqu'à la Jungle de calcaire.;Reise zum Kalksteindschungel.;Ve a la selva caliza.;Viaje para a Selva de Calcário.;前往石灰岩丛林。;石灰岩のジャングルに向かう。;석회암 밀림으로 이동하세요.
